"search_key","document_id","source_type","source_id","warning_light_id","warning_light_name","make","model","model_year","component_category","severity","recommended_service_type","content","source_url","image_path","review_status"
warning_light-WL026,warning_light:WL026,STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,WL026,WL026,Trailer tow hitch warning,,,,TOWING_TRAILER,INFORMATIONAL,TRAILER_TOW_HITCH_INSPECTION,"Warning light WL026: Trailer tow hitch warning. Symbol label: trailer tow hitch. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: towing_trailer. Meaning: This dashboard symbol indicates trailer tow hitch warning or a related status/fault in the towing trailer system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to towing trailer. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: trailer_tow_hitch_inspection.",https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,,"SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED"
warning_light-WL027,warning_light:WL027,STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,WL027,WL027,Air suspension warning,,,,SUSPENSION,SERVICE_SOON,SUSPENSION_SYSTEM_DIAGNOSTIC,"Warning light WL027: Air suspension warning. Symbol label: air suspension. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: suspension. Meaning: This dashboard symbol indicates air suspension warning or a related status/fault in the suspension system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to suspension. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: suspension_system_diagnostic.",https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,,"SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED"
warning_light-WL028,warning_light:WL028,STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,WL028,WL028,Lane departure warning,,,,ADAS_DRIVER_ASSISTANCE,SERVICE_SOON,ADAS_CAMERA_RADAR_DIAGNOSTIC,"Warning light WL028: Lane departure warning. Symbol label: lane departure lines. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: adas_driver_assistance. Meaning: This dashboard symbol indicates lane departure warning or a related status/fault in the adas driver assistance system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to adas driver assistance. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: adas_camera_radar_diagnostic.",https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,,"SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED"
warning_light-WL029,warning_light:WL029,STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,WL029,WL029,Catalytic converter warning,,,,ENGINE_EMISSIONS,URGENT_SERVICE,ENGINE_EMISSIONS_DIAGNOSTIC,"Warning light WL029: Catalytic converter warning. Symbol label: catalytic converter heat. Color: red/amber. Severity: urgent_service. Stop immediately: Stop if braking, steering, drivability, or vehicle control feels unsafe; otherwise schedule prompt service.. Component category: engine_emissions. Meaning: This dashboard symbol indicates catalytic converter warning or a related status/fault in the engine emissions system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to engine emissions. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: engine_emissions_diagnostic.",https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,,"SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED"
warning_light-WL030,warning_light:WL030,STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,WL030,WL030,Seat belt not on,,,,SEAT_BELT_SAFETY,INFORMATIONAL,SEAT_BELT_SENSOR_INSPECTION,"Warning light WL030: Seat belt not on. Symbol label: seat belt reminder. Color: red/amber. Severity: informational. Stop immediately: No.. Component category: seat_belt_safety. Meaning: This dashboard symbol indicates seat belt not on or a related status/fault in the seat belt safety system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to seat belt safety. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: seat_belt_sensor_inspection.",https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,,"SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED"
warning_light-WL031,warning_light:WL031,STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,WL031,WL031,Parking brake light,,,,BRAKE_SYSTEM,URGENT_SERVICE,BRAKE_SYSTEM_INSPECTION,"Warning light WL031: Parking brake light. Symbol label: parking brake P circle. Color: red/amber. Severity: urgent_service. Stop immediately: Stop if braking, steering, drivability, or vehicle control feels unsafe; otherwise schedule prompt service.. Component category: exterior_lighting. Meaning: This dashboard symbol indicates parking brake light or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: exterior_lighting_check_or_repair.",https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,,"SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED"
warning_light-WL032,warning_light:WL032,STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,WL032,WL032,Battery/alternator warning,,,,ELECTRICAL_CHARGING,URGENT_OR_IMMEDIATE_STOP,BATTERY_CHARGING_SYSTEM_TEST,"Warning light WL032: Battery/alternator warning. Symbol label: battery charging system. Color: red/amber. Severity: urgent_or_immediate_stop. Stop immediately: Yes if red, persistent, or accompanied by abnormal vehicle behavior.. Component category: electrical_charging. Meaning: This dashboard symbol indicates battery/alternator warning or a related status/fault in the electrical charging system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to electrical charging. Immediate action: Reduce electrical load and drive only to a safe service location if stable; stop if electrical systems or engine operation become unstable. Recommended service type: battery_charging_system_test.",https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,,"SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED"
warning_light-WL033,warning_light:WL033,STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,WL033,WL033,Parking assist,,,,PARKING_ASSIST_CAMERA,SERVICE_SOON,PARKING_ASSIST_SENSOR_CHECK,"Warning light WL033: Parking assist. Symbol label: parking assist sonar P. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: parking_assist_camera. Meaning: This dashboard symbol indicates parking assist or a related status/fault in the parking assist camera system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to parking assist camera. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: parking_assist_sensor_check.",https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,,"SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED"
warning_light-WL034,warning_light:WL034,STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,WL034,WL034,Service required,,,,SCHEDULED_MAINTENANCE,INFORMATIONAL,SCHEDULED_MAINTENANCE,"Warning light WL034: Service required. Symbol label: service required wrench. Color: green/blue/amber. Severity: informational. Stop immediately: No.. Component category: scheduled_maintenance. Meaning: This dashboard symbol indicates service required or a related status/fault in the scheduled maintenance system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to scheduled maintenance. Immediate action: Confirm the indicator matches the intended vehicle status; service is needed only if the behavior is abnormal. Recommended service type: scheduled_maintenance.",https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,,"SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED"
warning_light-WL035,warning_light:WL035,STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,WL035,WL035,Adaptive lighting,,,,EXTERIOR_LIGHTING,SERVICE_SOON,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,"Warning light WL035: Adaptive lighting. Symbol label: adaptive headlight. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: exterior_lighting. Meaning: This dashboard symbol indicates adaptive lighting or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: exterior_lighting_check_or_repair.",https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,,"SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED"
warning_light-WL036,warning_light:WL036,STANDARD_64_WARNING_LIGHT_GUIDE_PLUS_OEM_REFERENCE,WL036,WL036,Headlight range control,,,,EXTERIOR_LIGHTING,SERVICE_SOON,EXTERIOR_LIGHTING_CHECK_OR_REPAIR,"Warning light WL036: Headlight range control. Symbol label: headlight range adjustment. Color: amber/yellow. Severity: service_soon. Stop immediately: No, unless paired with a red warning, unsafe behavior, smoke, overheating, or fuel smell.. Component category: exterior_lighting. Meaning: This dashboard symbol indicates headlight range control or a related status/fault in the exterior lighting system. Color, flashing behavior, and cluster message determine urgency. Possible causes: Normal status indication; low fluid or pressure; worn component; blocked sensor; wiring fault; or system-specific control-module fault related to exterior lighting. Immediate action: Drive cautiously if controllable, read any dashboard message, and schedule the recommended diagnostic or maintenance action. Recommended service type: exterior_lighting_check_or_repair.",https://www.indicatorlight.com/dashboard-indicator-light/; https://article.nadiapub.com/IJCA/vol11_no1/13.pdf; https://service.hyundaiusa.com/en/warning-lights.html; https://www.toyota.com/owners/warning-lights/,,"SOURCE_REVIEWED_GENERIC_GUIDANCE_MODEL_SPECIFIC_MANUAL_RECOMMENDED"
